ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
1518,Samoa,WSM,,,Pacific,Social and economic measures,Emergency administrative structures activated or established,No,Samoa Govt activates its National Emergency Operations Centre as part of Samoa’s response to the Coronavirus (COVID-19) global crisis.,,21/03/2020,Samoa Govt,Government,http://www.samoagovt.ws,23/03/2020,
1519,Samoa,WSM,,,Pacific,Social distancing,Public services closure ,Yes,Public buses ordered to cease operation,,20/03/2020,Samoa Govt,Government,http://www.samoagovt.ws,23/03/2020,
1520,Samoa,WSM,,,Pacific,Movement restrictions,International flights suspension,No,"The following flights are suspended until further notice – between:
(a) Australia
(b) Samoa and Tonga;
(c) Samoa and Fiji;
(d) Samoa and American Samoa.",,21/03/2020,Samoa Govt,Government,http://www.samoagovt.ws,23/03/2020,
1521,Samoa,WSM,,,Pacific,Movement restrictions,Border closure ,Yes,"All international travelers, travelling to Samoa are prohibited from entering Samoa unless:
(a)the traveler is a returning citizen or resident of Samoa; and
(b)that returning resident or citizen has undergone a COVID-19 test 5 days before entering Samoa.",,21/03/2020,Samoa Govt,Government,http://www.samoagovt.ws,23/03/2020,
1522,Samoa,WSM,,,Pacific,Social distancing,Public services closure ,Yes,"Partial shut-down of non-essential services but essential services will remain open. No adjustment should be made to an employee’s salary as a result of the above changes.
2. CEOs should make determinations under their special powers to suspend or defer government programs that bring together more than 5 people in one place;
3. All Ministries to encourage the elevated use of telecommunication or social media means to respond to all customer enquiries and to reduce the movement of the general public",,23/03/2020,Samoa Govt,Government,http://www.samoagovt.ws,23/03/2020,
1523,Samoa,WSM,,,Pacific,Social distancing,Limit public gatherings,Yes,"All employees must be provided with an opportunity to work from home where practicable, being 1. Employees aged 60 years+; 2. Employees with underlying medical conditions; 3. Employees affected by the unavailability of public transportation to travel to work; 4. Employees affected by the closure of schools and need to attend their children.",,23/03/2020,Samoa Govt,Government,http://www.samoagovt.ws,23/03/2020,
1524,Samoa,WSM,,,Pacific,Social and economic measures,Economic measures,Yes,Wholesalers and retailers advised to avoid unnecessary price increases of goods and products. Customers are advised to report any unreasonable price increases. ,,23/03/2020,Samoa Govt,Government,http://www.samoagovt.ws,23/03/2020,
268,Saudi Arabia,SAU,,,Middle East,Movement restrictions,International flights suspension,No,all flights to and from Saudi Arabia suspended for two weeks starting 15 March,Not applicable,15/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
269,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Additional health/documents requirements upon arrival,No,all passengers must fill out a health declaration form upon arrival,Not applicable,12/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
270,Saudi Arabia,SAU,,,Middle East,Movement restrictions,International flights suspension,Yes,"all Saudi citizens and residents are banned from travelling to Sudan, Ethiopia, South Sudan, Somalia, Kenya, Djibuit, Eritrea)",Not applicable,12/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
271,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Visa restrictions,Yes,"all travelers arriving from Sudan, Ethiopia, South Sudan, Somalia, Kenya, Djibuti, Eritrea are banned from entry",Not applicable,12/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
279,Saudi Arabia,SAU,,,Middle East,Public health measures,Awareness campaigns,No,the government calls upon its citizens and residents to avoid gatherings and follow preventive safety measures,Not applicable,14/03/2020,Ministry of Health,Government,https://www.moh.gov.sa/en/Ministry/MediaCenter/News/Pages/News-2020-03-14-002.aspx,15/03/2020,
284,Saudi Arabia,SAU,,,Middle East,Movement restrictions,International flights suspension,No,"suspension of all flights to and from Sudan, Ethiopia, South Sudan, Somalia, Kenya, Djibouti and Eritrea",Not applicable,12/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
285,Saudi Arabia,SAU,,,Middle East,Movement restrictions,International flights suspension,Yes,"all Saudi citizens and residents are banned from travelling to Philippines, India, Pakistan, Sri Lanka, Indonesia)",Not applicable,12/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
286,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Visa restrictions,Yes,"all travelers arriving from Phillipins, India, Pakistan, Sri Lanka, Indonesia are banned from entry",Not applicable,12/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
287,Saudi Arabia,SAU,,,Middle East,Movement restrictions,International flights suspension,No,"suspension of all flights to EU countries, Switzerland, Philippines, India, Pakistan, Sri Lanka, Indonesia",Not applicable,12/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
288,Saudi Arabia,SAU,,,Middle East,Movement restrictions,International flights suspension,Yes,"all Saudi citizens and residents are banned from travelling to Oman, Spain, Germany, France, Turkey",Not applicable,10/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
289,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Visa restrictions,Yes,"all travelers arriving from Oman, Spain, Germany, France, Turkey are banned from entry",Not applicable,10/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
290,Saudi Arabia,SAU,,,Middle East,Movement restrictions,International flights suspension,No,"suspension of all flights from and to Oman, Spain, Germany, France, Turkey",Not applicable,10/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
293,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Visa restrictions,Yes,"all travelers arriving from UAE, Kuwait, Bahrain, Lebanon, Egypt, Syria, Iraq, Italy, Korea are banned from entry",Not applicable,09/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
294,Saudi Arabia,SAU,,,Middle East,Movement restrictions,International flights suspension,No,"suspension of all flights from and to UAE, Kuwait, Bahrain, Lebanon, Egypt, Syria, Iraq, Italy, Korea",Not applicable,09/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
297,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Visa restrictions,Yes,"all travelers arriving from  Italy, South Korea, Japan, Azerbaijan are banned from entry",Not applicable,07/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
298,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Additional health/documents requirements upon arrival,No,all arriving passengers from Egypt have to proof they have done a medical examination confiming to infection with COVID-19 by a laboratory approved by the Saudi embassy in Carior. Saudi nationals are exempt,Not applicable,07/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
300,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Visa restrictions,Yes,"passengers arriving from airports in UAE, Bahrain, Kuwait can only entre through King Khalid International Airport, King Abdulaziz International Airport, King Fahad International Airport",Not applicable,07/03/2020,,,,15/03/2020,
303,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Visa restrictions,Yes,suspension of entry permission for travelers arriving for purpose of Umrah and visiting the Prophet´s Mosque,Not applicable,27/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
305,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Visa restrictions,Yes,"passengers arriving from China, Taiwan, Hongkong, Macao, Iran are not permitted to enter",Not applicable,27/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
306,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Visa restrictions,Yes,"suspension of touristvisa for passengers arriving from China, Taiwan, Hong Kong, Macao, Iran, Italy, South Korea, Japan, Thailand, Malaysia, Indonesia, Pakistan, Afghanistan, Iraq, Philippines,Singapor, India, Lebanon, Syria, Yemen, Azerbaijan, Kazakkhstan, Uzbekistan, Somalia, Vietnam",Not applicable,27/03/2020,Saudi Airline,Government,https://www.saudia.com/experience/about-us/corporate-communication/press-releases-and-news/announcement/updates+due+to+coronavirus,15/03/2020,
310,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Border closure ,No,"border closure between Saudi Arabia and Bahrain, UAE, and Kuwait (land borders with Qatar have been closed since 2017 already) for non-commercial traffic; air travel with these countries is restricted to international airports in Riyadh, Jeddah, and Dhahran",Not applicable,07/03/2020,US Embassy,Government,https://sa.usembassy.gov/health-alert/,15/03/2020,
313,Saudi Arabia,SAU,,,Middle East,Social distancing,Schools closure ,No,"suspension of all schools, universities and other educational institutions",Not applicable,09/03/2020,AlArabiya,Media,http://english.alarabiya.net/en/News/gulf/2020/03/08/Coronavirus-Saudi-Arabia-suspends-all-schools-universities-until-further-notice.html,15/03/2020,
316,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Visa restrictions,Yes,entry to Mecca and Medina of citizens from Gulf Cooperation Council countries is banned,Not applicable,27/03/2020,Reuters,Media,https://www.reuters.com/article/us-health-china-saudi-idUSKCN20M31T,15/03/2020,
318,Saudi Arabia,SAU,,,Middle East,Social distancing,Limit public gatherings,No,"suspension of sports competitions, closure of sport stadiums",Not applicable,14/03/2020,Saudi Press Agency,Media,https://www.spa.gov.sa/viewstory.php?lang=ru&newsid=2047561,15/03/2020,
1404,Saudi Arabia,SAU,,,Middle East,Social distancing,Schools closure ,No,,,16/03/2020,US Embassy of Saudi Arabia,Government,https://sa.usembassy.gov/u-s-citizen-services/covid-19-information/,22/03/2020,
1405,Saudi Arabia,SAU,,,Middle East,Social distancing,Public services closure ,No,"non essentials suspended including gatherings in parks, beaches, etc. ",,16/03/2020,US Embassy of Saudi Arabia,Government,https://sa.usembassy.gov/u-s-citizen-services/covid-19-information/,22/03/2020,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS
1406,Saudi Arabia,SAU,,,Middle East,Social distancing,Public services closure ,No,"All domestic flights, bus, taxi, and train transportation are suspended for two weeks *citizens NOT EXEMPT *exempt: humanitarian assistance, medical evacuation aircrafts as well as private flights",,21/03/2020,US Embassy of Saudi Arabia,Government,https://sa.usembassy.gov/u-s-citizen-services/covid-19-information/,22/03/2020,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS
1407,Saudi Arabia,SAU,,,Middle East,Movement restrictions,International flights suspension,No,All international fights to and from *citizens NOT EXEMPT for 2 weeks,,15/03/2020,international SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,22/03/2020,https://sa.usembassy.gov/u-s-citizen-services/covid-19-information/
1408,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Border closure ,No,All land crossings remain restricted to commercial trucks only.,,21/03/2020,US Embassy of Saudi Arabia,Government,https://sa.usembassy.gov/u-s-citizen-services/covid-19-information/,22/03/2020,
2355,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Curfews,Yes,"21 days. A night curfew between 19.00 and 06.00 will be imposed for 21 days starting from 23 March. BUT curfew will begin at 15.00 instead of 19.00 in the three cities of Riyadh, Mecca and Medina. **exceptions: apply to those in vital public and private sectors such as security, military and media. Those who work in health services are also excluded from the curfew.",Not available,23/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,25/03/2020,
2356,Saudi Arabia,SAU,,,Middle East,Lockdown,Partial lockdown,Yes,"lockdown in Makkah, Madinah and Riyadh – no residents are allowed to enter or leave these cities – with immediate effect from 25 March; as well as a lockdown on circulation between the kingdom’s 13 regions",Not available,25/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,25/03/2020,
2357,Saudi Arabia,SAU,,,Middle East,Movement restrictions,Domestic travel restrictions,No,travel between regions of Saudi Arabia is prohibited.,Not available,26/03/2020,US Embassy ,Government,https://sa.usembassy.gov/u-s-citizen-services/covid-19-information/,25/03/2020,
158,Senegal,SEN,,,Africa,Social distancing,Schools closure ,Yes,,Not applicable,16/03/2020,Ministere de la Santé et de l'Action Sociale,Government,http://www.sante.gouv.sn/Actualites/covid-19-les-decisions-de-son-execellence-monsieur-macky-sall-president-de-la-republique,15/03/2020,
197,Senegal,SEN,,,Africa,Social distancing,Limit public gatherings,No,Public gatherings limited for at least one month,Not applicable,14/03/2020,Ministère de la santé et de l'Action Sociale,Government,http://www.sante.gouv.sn/Actualites/covid-19-les-decisions-de-son-execellence-monsieur-macky-sall-president-de-la-republique,15/03/2020,
198,Senegal,SEN,,,Africa,Public health measures,Awareness campaigns,No,Calls on religious authorities to support the Government with the adopted measures,Not applicable,14/03/2020,Ministère de la santé et de l'Action Sociale,Government,http://www.sante.gouv.sn/Actualites/covid-19-les-decisions-de-son-execellence-monsieur-macky-sall-president-de-la-republique,15/03/2020,
784,Senegal,SEN,,,Africa,Social distancing,Schools closure ,No,All schools and universities are closed for the next three weeks,,14/03/2020,Reuters,Media,https://www.reuters.com/article/us-health-coronavirus-senegal/senegal-orders-all-schools-closed-in-response-to-coronavirus-idUSKBN211106,17/03/2020,
670,Serbia,SRB,,,Europe,Movement restrictions,Border closure ,Yes,only citizens are permitted to enter,,15/03/2020,Government,Government,https://www.srbija.gov.rs/vest/en/151410/serbia-closes-borders-due-to-coronavirus.php,16/03/2020,
671,Serbia,SRB,,,Europe,Movement restrictions,Border closure ,No,closure of all borders,,15/03/2020,Government,Government,https://www.srbija.gov.rs/vest/en/151410/serbia-closes-borders-due-to-coronavirus.php,16/03/2020,
672,Serbia,SRB,,,Europe,Social and economic measures,State of emergency declared,No,declaration of state of emergency on 15 March,,15/03/2020,Government,Government,https://www.srbija.gov.rs/vest/en/151398/state-of-emergency-declared-throughout-serbia.php,16/03/2020,
673,Serbia,SRB,,,Europe,Social distancing,Schools closure ,No,closure of schools and introduction of online distance learning,,17/03/2020,Government,Government,https://www.srbija.gov.rs/vest/en/151410/serbia-closes-borders-due-to-coronavirus.php,16/03/2020,
674,Serbia,SRB,,,Europe,Public health measures,Introduction of quarantine policies,Yes,"as of 15 March, also Serbian citizens entering have to undergo self-isolation for 14 days",,15/03/2020,Government,Government,https://www.srbija.gov.rs/vest/en/151410/serbia-closes-borders-due-to-coronavirus.php,16/03/2020,
675,Serbia,SRB,,,Europe,Movement restrictions,Border checks ,No,intensified border checks,,15/03/2020,Government,Government,https://www.srbija.gov.rs/vest/en/151410/serbia-closes-borders-due-to-coronavirus.php,16/03/2020,
253,Seychelles,SYC,,,Africa,Social distancing,Limit public gatherings,No,,Not applicable,15/03/2020,Xinhuanet,Media,http://www.xinhuanet.com/english/2020-03/15/c_138879460.htm,15/03/2020,
265,Seychelles,SYC,,,Africa,Public health measures,Introduction of quarantine policies,Yes,people with symptomes,Not applicable,,Xinhuanet,Media,http://www.xinhuanet.com/english/2020-03/15/c_138879460.htm,15/03/2020,
267,Seychelles,SYC,,,Africa,Public health measures,Health screenings in airports and border crossings,No,,Not applicable,,US Embassy,Government,https://mu.usembassy.gov/covid-19-seychelles/,15/03/2020,
1831,Seychelles,SYC,,,Africa,Movement restrictions,International flights suspension,Yes,No persons (except for returning residents) will be allowed to travel to China until further notice.,,29/01/2020,Seychelles DFA and MoH,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=1962,24/03/2020,https://m.facebook.com/mohseychellesofficial/photos/pcb.1308193762715085/1308193372715124/?type=3&source=48
1832,Seychelles,SYC,,,Africa,Public health measures,General recommendations,No,General recommendations for social distancing and hygienic practices. ,,29/01/2020,Seychelles DFA and MoH,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=1962,24/03/2020,https://m.facebook.com/mohseychellesofficial/photos/pcb.1308193762715085/1308193372715124/?type=3&source=48
1833,Seychelles,SYC,,,Africa,Public health measures,Introduction of quarantine policies,No,"Introduction of new quarantine policies. 2 Seychellois students in Wuhan were transferred to France, where they will stay for 14 days, per health requirements. This is the first logged announcement of the 14-day quarantine policy that was released by the Seychellois government. ",,03/02/2020,DFA and ANHRD,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=1964,24/03/2020,
1834,Seychelles,SYC,,,Africa,Public health measures,General recommendations,No,"No formal bans at this point; mainly advisory warnings for foreign workers, airlines, etc. Additional recommendations from the Public Health Authority of hygienic practices to follow. ",,07/02/2020,Seychelles DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=1970,24/03/2020,
1835,Seychelles,SYC,,,Africa,Movement restrictions,Visa restrictions,Yes,"Any person arriving in Seychelles by sea (except returning Seychellois nationals and residents) will not be allowed to disembark if he/she has been to China, including the SAR in the last 14 days.",,07/02/2020,Seychelles DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=1970,24/03/2020,
1836,Seychelles,SYC,,,Africa,Public health measures,Introduction of quarantine policies,Yes,"“All returning residents who have been to China, including the SAR of China and any other countries where there has been significant local transmission will be put under obligatory quarantine at the Military Academy in Perseverance for 14 days upon arrival.”",,07/02/2020,Seychelles DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=1970,24/03/2020,
1837,Seychelles,SYC,,,Africa,Public health measures,Health screenings in airports and border crossings,No,Standard,,07/02/2020,Seychelles DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=1970,24/03/2020,
1838,Seychelles,SYC,,,Africa,Social and economic measures,Emergency administrative structures activated or established,No,"Seychelles acted immediately to ensure various sectors were briefed on preparedness processes and procedures, including replenishing PPE. ",,07/02/2020,Seychelles DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=1970,24/03/2020,
1839,Seychelles,SYC,,,Africa,Public health measures,Awareness campaigns,No,They are using social media and broadcast media to disseminate information and dispel rumors and misinformation. ,,07/02/2020,Seychelles DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=1970,24/03/2020,
1840,Seychelles,SYC,,,Africa,Social distancing,Limit public gatherings,Yes,"A detailed risk/benefit analysis indicates that Seychelles is dependent on tourism and imports, and stands much to lose rather than benefit from additional travel restrictions. Withdrawal of flights into Seychelles will also adversely effect essential goods supplies, such as food, medicines, and vaccines. Therefore, public health measures (screening, awareness campaigns, quarantine policies) are in place, but they do not want to impose additional travel restrictions unless absolutely necessary. ",,10/03/2020,Seychelles DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2006,24/03/2020,
1841,Seychelles,SYC,,,Africa,Movement restrictions,International flights suspension,Yes,"No persons are allowed to travel to China, South Korea, Italy, and Iran. ",,10/03/2020,Seychelles DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2006,24/03/2020,
1842,Seychelles,SYC,,,Africa,Public health measures,Introduction of quarantine policies,Yes,"Returning Seychellois citizens from China, South Korea, Italy, and Iran will be put under obligatory quarantine for 14 days upon arrival. ",,10/03/2020,Seychelles DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2006,24/03/2020,
1843,Seychelles,SYC,,,Africa,Movement restrictions,Visa restrictions,Yes,"All airlines with inbound flights for Seychelles are directed not to board any passengers or crew (except returning Seychellois citizens) who have been to China (including the SAR), South Korea, Italy and Iran in the last 14 days. Any person arriving in Seychelles by sea (except returning Seychellois citizens) will not be allowed to disembark if he/she has been to China, (including the SAR), South Korea, Italy and Iran and places where there has been extensive local transmission in the last 14 days. As of 10th March 2020, all cruise ships will not be allowed entry into Seychelles waters until further notice. All foreign workers who are presently in China, South Korea, Italy and Iran and places where there has been extensive local transmission and were planning to return to Seychelles are directed to postpone their return travel until further notice. ",,10/03/2020,Seychelles DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2006,24/03/2020,
1853,Seychelles,SYC,,,Africa,Public health measures,Health screenings in airports and border crossings,No,All arriving passengers may be subjected to additional health screening upon arrival. (No longer limited to only those from mentioned areas.) ,,10/03/2020,Seychelles DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2006,24/03/2020,
1854,Seychelles,SYC,,,Africa,Public health measures,Awareness campaigns,No,Awareness campaign against false news from coronatracker.com . Informing the public that there are no confirmed cases of COVID-19 yet in Seychelles. ,,12/03/2020,Seychelles DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2007,24/03/2020,
1857,Seychelles,SYC,,,Africa,Social distancing,Limit public gatherings,Yes,"Announcement in French: Essentially, cancelling all in-person gatherings organized between 16 and 22 of March. Encouraging organizers to produce media content in its place. ",,13/03/2020,DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2008,24/03/2020,
1858,Seychelles,SYC,Mahe,,Africa,Social distancing,Schools closure ,Yes,All schools on Mahe will cease operations as of 16 March 2020 for 14 days. This comes after the announcement of the first confirmed case of COVID-19 in Seychelles. ,,16/03/2020,DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2009,24/03/2020,
1867,Seychelles,SYC,,,Africa,Social distancing,Limit public gatherings,Yes,"Additional advisory notices to limit public gatherings at faith-based organizations, sporting and entertainment activities, etc. ",,16/03/2020,DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2010,24/03/2020,
1868,Seychelles,SYC,,,Africa,Public health measures,Introduction of quarantine policies,Yes,Expanding obligatory quarantine for 14 days upon arrival to include travelers from Spain. ,,16/03/2020,DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2010,24/03/2020,
1869,Seychelles,SYC,,,Africa,Movement restrictions,Visa restrictions,Yes,Former travel restrictions expanded to now include Spain and additionally close Seychelles waters to any marine vessels if passengers or crew have been to endemic areas.,,16/03/2020,DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2010,24/03/2020,
1870,Seychelles,SYC,,,Africa,Movement restrictions,Visa restrictions,Yes,"Expanding travel restrictions to include ANY country in Europe including the United Kingdom, Switzerland and the French Departments of Reunion and Mayotte. No one is allowed to go there, and no one is allowed from there. ",,18/03/2020,DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2013,24/03/2020,
1871,Seychelles,SYC,,,Africa,Public health measures,Introduction of quarantine policies,Yes,"Expanding obligatory quarantine for 14 days upon arrival to include travelers from ANY country in Europe including the United Kingdom, Switzerland and the French Departments of Reunion and Mayotte.",,18/03/2020,DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2013,24/03/2020,
1872,Seychelles,SYC,,,Africa,Public health measures,Introduction of quarantine policies,Yes,All Seychellois residents returning from overseas are to be quarantined at home with appropriate follow up from surveillance team and the support of law enforcement.,,19/03/2020,DoH,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2017 ,24/03/2020,
1873,Seychelles,SYC,,,Africa,Movement restrictions,Domestic travel restrictions,Yes,"All Seychelles citizens and residents are banned from travelling abroad, effective as of Monday 23rd March 2020, for a period of 30 days. Expanding travel restrictions to include passengers from the United States and Australia. No one is allowed to go there, and no one is allowed from there.",,23/03/2020,DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2021,24/03/2020,
1874,Seychelles,SYC,,,Africa,Movement restrictions,Visa restrictions,Yes,Foreign workers holding a GOP are not allowed to return until further notice. ,,22/03/2020,DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2021,24/03/2020,
1875,Seychelles,SYC,,,Africa,Public health measures,Introduction of quarantine policies,Yes,Expanding obligatory quarantine for 14 days upon arrival to include travelers from the United States and Australia. All arrivals may be subject to quarantine. ,,22/03/2020,DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2021,24/03/2020,
1927,Seychelles,SYC,,,Africa,Public health measures,Health screenings in airports and border crossings,No,"All arriving passengers may be subjected to quarantine. Prior, it was all arriving passengers may be subjected to health screenings; now, ALL passengers are subjected to health screenings. ",,22/03/2020,DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2021,24/03/2020,
1928,Seychelles,SYC,,,Africa,Social distancing,Limit public gatherings,No,"All public gatherings are now strictly banned. Prior, it was just an advisory. ",,22/03/2020,DFA,Government,http://www.mfa.gov.sc/static.php?content_id=36&news_id=2021,24/03/2020,
677,Sierra Leone,SLE,,,Africa,Public health measures,Introduction of quarantine policies,Yes,Mandatory quarantine measures applying to British nationals arriving in Sierra Leone from Monday 16 March 2020 from the UK and other countries with more than 50 confirmed cases of coronavirus (COVID-19). If travel history to China the quarantine is in one of the designated hospitals.,,16/03/2020,Ministry of Foreign Affairs - UK,Government,https://www.gov.uk/foreign-travel-advice/sierra-leone,16/03/2020,
678,Sierra Leone,SLE,,,Africa,Public health measures,Health screenings in airports and border crossings,No,,,19/02/2020,Ministry of Foreign Affairs - France,Government,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/sierra-leone/,16/03/2020,
1755,Sierra Leone,SLE,,,Africa,Movement restrictions,International flights suspension,Yes,prohibits all overseas travel for all government officials.,,16/03/2020,WHO Africa,UN,https://www.afro.who.int/news/sierra-leone-institutes-additional-covid-19-preparedness-and-response-measures,23/03/2020,
1756,Sierra Leone,SLE,,,Africa,Social distancing,Limit public gatherings,No,bans all public gatherings of more than 100 people.,,16/03/2020,WHO Africa,UN,https://www.afro.who.int/news/sierra-leone-institutes-additional-covid-19-preparedness-and-response-measures,23/03/2020,
1757,Sierra Leone,SLE,,,Africa,Public health measures,General recommendations,Yes,Discouraged individuals from countries with 200 or more confirmed cases of COVID-19 from traveling to Sierra Leone during this critical period.,,16/03/2020,WHO Africa,UN,https://www.afro.who.int/news/sierra-leone-institutes-additional-covid-19-preparedness-and-response-measures,23/03/2020,
1758,Sierra Leone,SLE,,,Africa,Social and economic measures,Military deployment,No,Military is directed to immediately deploy to the international airport and land crossing points in order to enhance security and support compliance with all public health directives advisories.,,16/03/2020,Africa News,Media,https://www.africanews.com/2020/03/19/virus-free-sierra-leone-records-covid-19-scuffles-over-quarantine-at-airport//,23/03/2020,
1759,Sierra Leone,SLE,,,Africa,Movement restrictions,International flights suspension,No,Freetown International Airport will close on March 22 until further notice to all commercial flights. ,,22/03/2020,US Embassy,Government,https://sl.usembassy.gov/health-alert-u-s-embassy-freetown-sierra-leone/,23/03/2020,
1772,Sierra Leone,SLE,,,Africa,Social and economic measures,Emergency administrative structures activated or established,No,Sierre Leone has activated the Emergency Operations Centre to Level 2 to coordinate initial preparedness and response and also a toll-free number 117 and a dedicated call centre.,,16/03/2020,Government,Social media,https://www.facebook.com/TheBioPresidency/posts/563839174227133?__tn__=K-R,23/03/2020,
