"","unique_id","date_announced","date_start","date_end","type","type_sub_cat","description","country","enforcer","target_geog_level","init_country_level","link","province"
"3511","SK228",2020-11-27,2020-11-25,"2023-11-25","Health Resources",NA,"Who: Saskatchewan Health Authority
What: Issued directive authorizing registered nurses to assign the notification of COVID-19 test results to other workers within a collaborative work environment 
Effective until: 2023-11-25","Canada","Saskatchewan Health Authority","Provincial","Provincial","https://www.saskhealthauthority.ca/news/service-alerts-emergency-events/covid-19/testing-screening-treatment-medical-directives/Documents/Medical%20Directives/CV-19-MD0002-Medical-Directive-Interpretation-and-Notification-of-COVID.pdf","Saskatchewan"
"3512","SK229",NA,2020-08-04,NA,"Closure and Regulation of Schools","Preschool or childcare facilities (generally for children ages 5 and below)","Who: Government of Saskatchewan
What: Increased capacity limit in child care to 25 children in a facility or, for larger facilities, in a defined area (per room)
Effective until:","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/public-health-measures/guidance-for-child-care, https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/re-open-saskatchewan-plan/guidelines/child-care-facilities-guidelines","Saskatchewan"
"3513","SK230",NA,NA,NA,"COVID-19 Vaccines","Distribution (shipping, storage, administration) of COVID-19 vaccines","Who: Government of Saskatchewan
What: Web page tracks vaccination progress to date
Effective until:","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/covid19-vaccine-update#utm_campaign=q2_2015&utm_medium=short&utm_source=%2Fcovid19-vaccine-update","Saskatchewan"
"3514","SK231-vac_purchase",2020-12-23,NA,NA,"COVID-19 Vaccines","Purchase of COVID-19 vaccines or Distribution (shipping, storage, administration) of COVID-19 vaccines","Who: Government of Saskatchewan
What: Announced expected arrival of 4,900 doses of Moderna vaccine in the week of December 28 
Effective until:","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/government/news-and-media/2020/december/23/covid-19-update-moderna-vaccine-arriving-in-saskatchewan-week-of-december-28","Saskatchewan"
"3515","SK232",2020-12-02,2020-12-02,NA,"Public Awareness Measures",NA,"Who: Saskatchewan Health Authority 
What: Updated projections on cases and critical care capacity 
Effective until:","Canada","Saskatchewan Health Authority","Provincial","Provincial","https://www.saskatchewan.ca/-/media/files/coronavirus/health-system-pandemic-response/covid-19-modelling-update-december-2-2020.pdf, https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/pandemic-planning","Saskatchewan"
"3516","SK235",2021-02-09,NA,NA,"COVID-19 Vaccines","Distribution (shipping, storage, administration) of COVID-19 vaccines","Who: Government of Saskatchewan
What: Announced COVID-19 Immunization Delivery Plan for Phase 2; vaccination sequencing will focus on the general population in 10-year increments, starting with ages 60 to 69
Effective until:","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/government/news-and-media/2021/february/09/saskatchewan-releases-covid-19-vaccination-delivery-plan","Saskatchewan"
"3517","SK236",2021-02-25,NA,NA,NA,NA,"Who: Government of Saskatchewan                         
What: Announced a new strategy to deploy more than 700,000 rapid point-of-care tests in various settings throughout the province                           
Effective until:","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/government/news-and-media/2021/february/25/saskatchewan-expanding-rapid-testing-kit-use","Saskatchewan"
"3518","SK238",2021-01-18,2021-01-18,NA,"Public Awareness Measures","Disseminating information related to COVID-19 to the public that is reliable and factually accurate","Who: Saskatchewan Health Authority
What: Launched a new web page to tackle the daily misinformation regarding COVID-19
Effective until:","Canada","Saskatchewan Health Authority","Provincial","Provincial","https://www.saskhealthauthority.ca/news/stories/Pages/2021/January/Tackling-misinformation.aspx","Saskatchewan"
"3519","SK239",2021-01-12,2021-01-12,"2021-01-29","Social Distancing",NA,"Who: Ministry of Health
What: Restricted visitation in special-care homes to those visiting for compassionate reasons
Effective until: 2021-01-29","Canada","Ministry of Health","Provincial","Provincial","https://www.saskatchewan.ca/-/media/files/coronavirus/public-health-measures/public-health-orders/additional-public-health-order-face-coverings-january-12-2021.pdf","Saskatchewan"
"3520","SK240",2021-02-22,2021-03-01,"2022-03-01","Health Resources",NA,"Who: Government of Saskatchewan                                              
What: Authorized pharmacists to deliver the COVID-19 vaccine through community pharmacies in Phase 2 of the provincial immunization plan                                          Effective Until: 2022-03-01","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/government/news-and-media/2021/february/22/saskatchewan-pharmacists-key-partner-in-the-covid-19-immunization-plan","Saskatchewan"
"3521","SK241",2021-03-05,2021-03-05,NA,"Public Awareness Measures","Disseminating information related to COVID-19 to the public that is reliable and factually accurate","Who: Saskatchewan Health Authority
What: Released a fact sheet for COVID-19 vaccines based on common questions from Facebook and Twitter pages
Effective until:","Canada","Saskatchewan Health Authority","Provincial","Provincial","https://www.saskhealthauthority.ca/news/stories/Pages/2021/March/Fact-Check-COVID-19-vaccination.aspx","Saskatchewan"
"3522","SK242-mass_gatherings",2021-03-09,2021-03-09,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Government of Saskatchewan
What: Increased limit on indoor gatherings to 10 people, which could include 2 to 3 households; gatherings must include the same 10 people, from the same households 
Effective until:","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/government/news-and-media/2021/march/09/covid19-update-for-march-9-93512-vaccines-administered-113-new-cases-160-recoveries-one-new-death","Saskatchewan"
"3523","SK243-business",2021-03-09,2021-03-19,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Saskatchewan
What: Permitted places of worship, except in Regina, to increase capacity sizes to 30% or 150 people, whichever is fewer, with physical distancing measures in place and mask requirements
Effective until:","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/government/news-and-media/2021/march/09/covid19-update-for-march-9-93512-vaccines-administered-113-new-cases-160-recoveries-one-new-death, https://www.saskatchewan.ca/government/news-and-media/2021/march/16/covid19-update-for-march-16-108669-vaccines-administered-156-new-cases-161-recoveries-two-new-deaths","Saskatchewan"
"3524","SK244",2021-03-10,2021-03-11,NA,"Public Awareness Measures","Disseminating information related to COVID-19 to the public that is reliable and factually accurate","Who: Government of Saskatchewan
What: Launched a new patient online booking system for COVID-19 vaccination 
Effective until:","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/government/news-and-media/2021/march/10/vaccine-booking-system-opening-to-seniors-85-on-march-11, http://www.saskatchewan.ca/COVID19-vaccine","Saskatchewan"
"3525","SK245-mass_gatherings",2021-03-12,2021-03-12,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Government of Saskatchewan
What: Recommended that Regina residents do not increase their indoor gatherings to include 2 to 3 households up to 10 people and instead remain with their current household only
Effective until:","Canada","Government of Saskatchewan",NA,"Provincial","https://www.saskatchewan.ca/government/news-and-media/2021/march/12/variants-of-concern-community-transmission-in-regina","Saskatchewan"
"3526","SK247",2021-03-18,2021-03-18,NA,"COVID-19 Vaccines","Distribution (shipping, storage, administration) of COVID-19 vaccines","Who: Government of Saskatchewan
What: Administered 1st COVID-19 vaccines to the clinically extremely vulnerable and those living in congregate living settings
Effective until:","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/government/news-and-media/2021/march/18/phase-2-of-vaccine-delivery-plan-launches-special-vaccination-leave-introduced","Saskatchewan"
"3527","SK248",2021-03-22,2021-03-22,NA,"Closure and Regulation of Schools","Primary Schools (generally for children ages 10 and below), Secondary Schools (generally for children ages 10 to 18), Higher education institutions (i.e. degree granting institutions)","Who: Government of Saskatchewan
What: Shipped 100,000 rapid tests to K–12 schools for COVID-19 monitoring in schools
Effective until:","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/government/news-and-media/2021/march/22/government-of-saskatchewan-provides-100000-rapid-tests-to-schools","Saskatchewan"
"3528","SK249-vac_purchase",2021-03-09,2021-03-09,NA,"COVID-19 Vaccines","Purchase of COVID-19 vaccines or Distribution (shipping, storage, administration) of COVID-19 vaccines","Who: Government of Saskatchewan
What: Received 1st shipment of 15,500 doses of the AstraZeneca vaccine
Effective until:","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/government/news-and-media/2021/march/09/covid19-update-for-march-9-93512-vaccines-administered-113-new-cases-160-recoveries-one-new-death","Saskatchewan"
"3529","SK250",2021-03-18,2021-03-18,NA,"COVID-19 Vaccines","Distribution (shipping, storage, administration) of COVID-19 vaccines","Who: Government of Saskatchewan
What: Sask. entered Phase 2 of the immunization plan
Effective until:","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/government/news-and-media/2021/march/18/phase-2-of-vaccine-delivery-plan-launches-special-vaccination-leave-introduced","Saskatchewan"
"3530","SK251",2021-03-04,2021-03-05,NA,"COVID-19 Vaccines","Distribution (shipping, storage, administration) of COVID-19 vaccines","Who: Government of Saskatchewan
What: Increased the time interval between the 1st and 2nd dose of COVID-19 vaccines (Pfizer, Moderna and AstraZeneca) by up to 4 months 
Effective until:","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/government/news-and-media/2021/march/04/accelerating-covid-19-vaccination-in-saskatchewan, https://regina.ctvnews.ca/sask-to-extend-period-between-covid-19-vaccine-doses-all-adults-to-have-access-to-1st-dose-by-end-of-june-1.5333962","Saskatchewan"
"3531","SK252",2021-02-19,2021-02-19,NA,"Health Resources",NA,"Who: Saskatchewan Health Authority 
What: Issued authorization for pharmacists with Advanced Method Certification (AMC) to administer Moderna or Pfizer vaccines to Sask. residents
Effective until:","Canada","Saskatchewan Health Authority","Provincial","Provincial","https://www.saskpharm.ca/site/coronavirus-information","Saskatchewan"
"3532","SK253",NA,2021-02-16,"2021-02-19",NA,NA,"Who: Boards of education
What: Spring breaks in Sask. regions follow the same schedule; Saskatoon and Regina schools example provided
Effective until: 2021-02-19","Canada","Boards of education","Provincial","Provincial","https://www.gscs.ca/studentsandfamilies/Documents/Elementary%20Calendar2020-2021-Revised%20August%202020%20Web%20Version.pdf, https://www.reginapublicschools.ca/high_school_calendar_2020-21","Saskatchewan"
"3533","SK254",2021-01-05,2021-01-05,NA,"COVID-19 Vaccines","Distribution (shipping, storage, administration) of COVID-19 vaccines","Who: Government of Saskatchewan
What: Administered 1st doses of the Moderna COVID-19 vaccines in Sask. far north to long-term care residents and health providers; vaccinations also started in La Loche
Effective until:","Canada","Government of Saskatchewan","Provincial","Provincial","https://www.saskatchewan.ca/government/news-and-media/2021/january/05/covid19-update-4254-vaccines-delivered-153-new-cases-120-new-recoveries-five-new-deaths","Saskatchewan"
"3534","YT001",2020-03-11,2020-03-11,NA,"Quarantine",NA,"Who: Chief Medical Officer of Health
What: Published guidance that individuals who develop any listed symptoms are required to stay home and contact Yukon Communicable Disease Control to arrange for testing 
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/coronavirus-updates","Yukon"
"3535","YT002",NA,2020-03-13,"2020-03-27",NA,NA,"Who: Yukon schools
What: Spring breaks in Y.T. vary by region.
Effective until: 2020-03-27","Canada","Yukon schools","Provincial","Provincial","https://yukon.ca/sites/yukon.ca/files/edu/edu-school-calendar-important-dates-2019-2020.pdf","Yukon"
"3536","YT003-mass_gatherings",2020-03-16,2020-03-16,"2020-03-22","Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Chief Medical Officer of Health
What: Prohibited gatherings of more than 50 people
Effective until: 2020-03-22","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/chief-medical-officer-health-recommends-broad-new-measures-yukon","Yukon"
"3537","YT004",2020-03-16,2020-03-16,NA,"Restriction and Regulation of Businesses",NA,"Who: Chief Medical Officer of Health
What: Requested people who can work from home to do so. Employers are asked to look for ways to support employees to work from home where possible.
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/chief-medical-officer-health-recommends-broad-new-measures-yukon","Yukon"
"3538","YT005",2020-03-16,2020-03-16,NA,"Social Distancing",NA,"Who: Chief Medical Officer of Health
What: Recommended that Yukoners avoid visiting hospitals unless a family member is gravely ill. Introduced screening to all visitors at hospitals.
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/chief-medical-officer-health-recommends-broad-new-measures-yukon","Yukon"
"3539","YT006",2020-03-16,2020-03-16,NA,"Social Distancing",NA,"Who: Chief Medical Officer of Health
What: Suspended visitation to all long-term care facilities unless a family member is gravely ill.
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/chief-medical-officer-health-recommends-broad-new-measures-yukon","Yukon"
"3540","YT009",2020-03-18,2020-03-18,"2020-04-01","Declaration of Emergency",NA,"Who: Premier of Yukon
What: Declared a public health state of emergency 
Effective until: 2020-04-01","Canada","Premier of Yukon","Provincial","Provincial","https://www.yukon-news.com/news/breaking-yukon-declares-state-of-emergency-over-covid-19/, https://aptnnews.ca/2020/03/27/yukon-territory-declares-state-of-emergency-over-covid-19/","Yukon"
"3541","YT010",2020-03-18,2020-03-18,"2020-04-15","Closure and Regulation of Schools","Primary Schools (generally for children ages 10 and below), Secondary Schools (generally for children ages 10 to 18), Higher education institutions (i.e. degree granting institutions)","Who: Chief Medical Officer of Health
What: Closure of elementary, middle and high schools 
Effective until: 2020-04-15","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/chief-medical-officer-health-declares-public-health-emergency","Yukon"
"3542","YT011-business",2020-03-18,2020-03-18,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Yukon
What: Closed public indoor recreation facilities and libraries
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/chief-medical-officer-health-declares-public-health-emergency","Yukon"
"3543","YT012",2020-03-18,2020-03-18,NA,"Social Distancing",NA,"Who: Chief Medical Officer of Health
What: Hospitals closed to visitors
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/coronavirus-updates","Yukon"
"3544","YT013",2020-03-19,2020-03-18,NA,"Health Testing","Other Health Testing","Who: Government of Yukon
What: Launched a self-assessment online tool 
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/coronavirus-updates, https://service.yukon.ca/en/covid-19-self-assessment/","Yukon"
"3545","YT014",2020-03-19,2020-03-19,NA,"Closure and Regulation of Schools","Primary Schools (generally for children ages 10 and below), Secondary Schools (generally for children ages 10 to 18), Higher education institutions (i.e. degree granting institutions)","Who: Yukon College
What: Closure of post-secondary education institutions
Effective until:","Canada","Yukon College","Provincial","Provincial","https://www.yukoncollege.yk.ca/covid-19","Yukon"
"3546","YT015",2020-03-22,2020-03-22,NA,"Quarantine",NA,"Who: Chief Medical Officer of Health
What: Travellers returning to Yukon from outside Yukon are required to self-isolate for 14 days. This includes anyone returning home from other provinces and territories by road or air.
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/yukons-chief-medical-officer-health-provides-update-covid-19-0","Yukon"
"3547","YT016-mass_gatherings",2020-03-22,2020-03-22,NA,"Restrictions of Mass Gatherings or Social Distancing",NA,"Who: Chief Medical Officer of Health
What: Prohibited gatherings of more than 10 people
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/yukons-chief-medical-officer-health-provides-update-covid-19-0","Yukon"
"3548","YT017",2020-03-20,2020-03-23,NA,"Health Resources","Other Health Infrastructure","Who: Chief Medical Officer of Health
What: Whitehorse General Hospital suspended all scheduled, non-urgent surgery procedures. It will continue to provide surgical care for urgent and emergency cases. 
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/yukons-chief-medical-officer-health-provides-update-covid-19","Yukon"
"3549","YT018-business",2020-03-22,2020-03-23,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Chief Medical Officer of Health 
What: Ordered restaurants to immediately reduce to 50% seating capacity with 2-metre space between customers, and bars to close 
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/yukons-chief-medical-officer-health-provides-update-covid-19-0","Yukon"
"3550","YT019",2020-03-23,2020-03-23,NA,"Quarantine",NA,"Who: Government of Yukon
What: Published a self-isolation guide (cases, contacts, symptoms)
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/sites/yukon.ca/files/information_on_self-isolation.pdf","Yukon"
"3551","YT020",2020-03-19,2020-03-24,"2020-05-31","Health Resources","Other Health Infrastructure","Who: Government of Yukon
What: Opened first assessment centre in Whitehorse
Effective until: 2020-05-31","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/coronavirus-updates","Yukon"
"3552","YT021",2020-03-25,2020-03-25,NA,"Quarantine",NA,"Who: Government of Yukon
What: Announced further criteria for self-isolation (contacts, symptoms)
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/coronavirus-updates, https://yukon.ca/sites/yukon.ca/files/information_on_self-isolation.pdf","Yukon"
"3553","YT022-business",2020-03-22,2020-03-26,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Chief Medical Officer of Health
What: Closed all personal service businesses like salons, spas, barbershops and tattoo facilities
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/yukons-chief-medical-officer-health-provides-update-covid-19-0","Yukon"
"3554","YT023-business",2020-03-22,2020-03-26,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Chief Medical Officer of Health
What: Ordered restaurants to offer takeout and delivery options only
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/yukons-chief-medical-officer-health-provides-update-covid-19-0","Yukon"
"3555","YT024",2020-03-25,2020-03-26,NA,"Health Resources","Other Health Infrastructure","Who: Government of Yukon
What: Yukon hospitals suspended all non-urgent or routine blood work and lab tests, X-rays, CT scans and other imaging services
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/coronavirus-updates","Yukon"
"3556","YT025",2020-03-26,2020-03-26,NA,"Health Testing",NA,"Who: Chief Medical Officer of Health
What: Published criteria for visiting the first established testing centre in Whitehorse — use the self-assessment tool and call 811 for advice prior to visiting the assessment centre
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/coronavirus-updates, https://www.cbc.ca/news/canada/north/yukon-respiratory-centre-open-1.5510219","Yukon"
"3557","YT026",2020-03-31,2020-03-31,NA,"Health Monitoring","Who a person has come into contact with over time","Who: Government of Yukon 
What: Published guidance on contact tracing, management of contacts and cases
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/sites/yukon.ca/files/hss/hss-imgs/20-11_provider_update_9_-_covid-19.pdf","Yukon"
"3558","YT027",2020-03-31,2020-03-31,NA,"Public Awareness Measures",NA,"Who: Government of Yukon 
What: Published guidelines on staff safety, workplace/clinic safety, cleaning of environment and patient transfers 
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/sites/yukon.ca/files/hss/hss-imgs/covid-19_guidance_for_community_nursing_health_centres_final_march_31_2020.pdf","Yukon"
"3559","YT028",2020-04-09,2020-04-09,"2020-09-30","Health Resources",NA,"Who: Government of Yukon 
What: Introduced changes in prescribing capability of pharmacists
Effective until: 2020-09-30","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/sites/yukon.ca/files/cs/cs-plra-bulletin-pharmacists-standards-change-covid-19.pdf","Yukon"
"3560","YT029",2020-03-23,2020-03-23,NA,"Public Awareness Measures",NA,"Who: Chief Medical Officer of Health
What: Published guidelines for putting on and removing personal protective equipment for health care professionals
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/sites/yukon.ca/files/hss/hss-imgs/donning_ppe_droplet_and_contact_march_2020.pdf, https://yukon.ca/sites/yukon.ca/files/hss/hss-imgs/doffing_ppe_droplet_and_contact_march_2020.pdf","Yukon"
"3561","YT030",2020-03-27,2020-03-27,"2020-06-25","Declaration of Emergency",NA,"Who: Government of Yukon, Premier
What: Declared a territorial state of emergency
Effective until: 2020-06-25","Canada","Government of Yukon, Premier","Provincial","Provincial","https://yukon.ca/en/news/yukon-declares-state-emergency-response-covid-19","Yukon"
"3562","YT031-health_res",2020-03-27,2020-03-27,NA,"Health Resources or Restriction and Regulation of Businesses",NA,"Who: Chief Medical Officer of Health, Government of Yukon
What: Prohibited non-emergency dental procedures.
Effective until:","Canada","Chief Medical Officer of Health, Government of Yukon","Provincial","Provincial","https://yukon.ca/en/coronavirus-updates","Yukon"
"3563","YT032",2020-03-31,2020-03-31,NA,"Health Testing",NA,"Who: Chief Medical Officer of Health
What: Published testing criteria for rural Yukoners
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/sites/yukon.ca/files/hss/hss-imgs/covid-19_testing_recomendations_2020-03-31_whitehorse_final.pdf","Yukon"
"3564","YT033",2020-03-31,2020-03-31,NA,"Health Testing",NA,"Who: Chief Medical Officer of Health
What: Published testing criteria for Whitehorse
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/sites/yukon.ca/files/hss/hss-imgs/covid-19_testing_recomendations_2020-03-31_rural_yukon.pdf","Yukon"
"3565","YT034",2020-03-31,2020-03-31,NA,NA,NA,"Who: Chief Medical Officer of Health
What: Published case definition, which aligns with the national case definition
Effective until:","Canada","Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/sites/yukon.ca/files/covid-19_public_health_management_of_cases_and_contacts_final_march31.pdf","Yukon"
"3566","YT035-business",2020-03-30,2020-04-01,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Yukon
What: Stopped recycling services
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/recycling-services-tipping-fees-temporarily-suspended-light-covid-19-pandemic, https://yukon.ca/essential-critical-services-covid-19","Yukon"
"3567","YT036",2020-04-01,2020-04-01,NA,"Quarantine",NA,"Who: Government of Yukon
What: Travellers arriving in Whitehorse by air are met by staff to ensure that self-isolation occurs for 14 days after arrival. 
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/coronavirus-updates","Yukon"
"3568","YT038-soc_dist",2020-04-02,2020-04-02,NA,"Lockdown",NA,"Who: Government of Yukon, Chief Medical Officer of Health
What: Released guidelines for critical, essential and non-essential service workers on how to comply with rules and safety protocols. This is enacted by the Civil Emergency Measures Act to issue fines and jail time for non-compliance.
Effective until:","Canada","Government of Yukon, Chief Medical Officer of Health","Provincial","Provincial","https://yukon.ca/en/news/emergency-measures-and-guidance-protect-yukoners-spread-covid-19-announced-today, https://yukon.ca/en/health-and-wellness/covid-19/legislation-changes-covid-19","Yukon"
"3569","YT039-soc_dist",2020-04-02,2020-04-02,NA,"Lockdown",NA,"Who: Ministry of Community Services, Government of Yukon
What: Enacted Civil Emergency Measures Health Protection Order, which ensures that orders given by the Chief Medical Officer of Health are enforceable under the Civil Emergency Measures Act (e.g., gatherings of 10 or more, operation of non-essential businesses)
Effective until:","Canada","Ministry of Community Services, Government of Yukon","Provincial","Provincial","http://www.gov.yk.ca/legislation/regs/mo2020_014.pdf","Yukon"
"3570","YT040",2020-04-02,2020-04-02,NA,"Quarantine",NA,"Who: Government of Yukon, Ministry of Community Services
What: Enacted Civil Emergency Measures Health Protection Order. Individuals entering Y.T. must provide a signed declaration form with their personal information and their self-isolation plan.
Effective until:","Canada","Government of Yukon, Ministry of Community Services","Provincial","Provincial","http://www.gov.yk.ca/legislation/regs/mo2020_014.pdf","Yukon"
"3571","YT041",2020-04-02,2020-04-02,NA,"Quarantine",NA,"Who: Government of Yukon, Chief Medical Officer of Health
What: Exempted critical service providers essential to preserving life, health and basic societal functioning from self-isolation as per the Civil Emergency Measures Health Protection Order
Effective until:","Canada","Government of Yukon, Chief Medical Officer of Health","Provincial","Provincial","http://www.gov.yk.ca/legislation/regs/mo2020_014.pdf","Yukon"
"3572","YT042-business",2020-04-02,2020-04-02,NA,"Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Yukon
What: Published a guide on critical and non-essential services, including a list of non-essential services including bars, personal services (e.g., tattoo parlours, hair and nail salons) and restaurants with seated service
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/health-and-wellness/covid-19/prohibited-services-yukon-during-covid-19, https://yukon.ca/sites/yukon.ca/files/eco/eco-direction-guidelines-delivery-critical-essential-other-services-covid-19.pdf","Yukon"
"3573","YT045-external_border",2020-04-02,2020-04-02,"2020-04-17","External Border Restrictions or Internal Border Restrictions",NA,"Who: Government of Yukon
What: Strongly advised against non-essential travel in and out of Yukon. Non-Yukon residents must provide valid purpose for entry and disclose the locations they intend to work at and visit.
Effective until: 2020-04-17","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/sites/yukon.ca/files/eco/eco-information-people-entering-yukon-april-5-2020.pdf, https://www.yukon-news.com/news/new-measures-make-previous-covid-19-orders-enforceable/","Yukon"
"3574","YT046-business",2020-04-06,2020-04-06,"2020-06","Restriction and Regulation of Businesses or Restriction and Regulation of Government Services or Restrictions of Mass Gatherings",NA,"Who: Government of Yukon
What: Keeping park trails, green spaces, water bodies, parking areas and roads within sites, and boat launches open. Campsites, outhouses, shelters, garbage bins, picnic tables and fire pits, among other items listed, are closed.
Effective until: 2020-06","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/sites/yukon.ca/files/env-yukon-park-covid-19.pdf, https://yukon.ca/en/news/parks-and-campgrounds-opening-delayed-until-june","Yukon"
"3575","YT047-external_border",2020-04-06,2020-04-06,NA,"External Border Restrictions or Internal Border Restrictions",NA,"Who: Government of Yukon
What: Civil Emergency Measures Act enforcement officers have been placed at all Yukon borders except with Atlin, B.C.
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/government-yukon-provides-more-details-about-enforcement-yukon-borders","Yukon"
"3576","YT048",2020-04-06,2020-04-06,NA,"Quarantine",NA,"Who: Government of Yukon
What: Issued self-isolation exemption for residents of Atlin, Lower Post, Fireside, Jade City, Fraser and Pleasant Camp (B.C.) travelling to Yukon provided they have not travelled outside their community
Effective until:","Canada","Government of Yukon","Provincial","Provincial","https://yukon.ca/en/health-and-wellness/covid-19/border-enforcement-during-covid-19","Yukon"
"3577","YT049",2020-04-07,2020-04-07,"2020-09","Closure and Regulation of Schools","Primary Schools (generally for children ages 10 and below), Secondary Schools (generally for children ages 10 to 18), Higher education institutions (i.e. degree granting institutions)","Who: Minister of Education, Government of Yukon
What: In-person classes at schools cancelled for remaining 2019–2020 school year. Online learning to commence 2020-04-16.
Effective until: 2020-09","Canada","Minister of Education, Government of Yukon","Provincial","Provincial","https://yukon.ca/en/news/face-face-classes-suspended-remainder-2019-20-school-year","Yukon"
"3578","YT050",2020-04-09,2020-04-09,NA,"Health Resources",NA,"Who: Yukon Medical Council 
What: Published changes in process for issuing prescriptions to allow for telemedicine and virtual care
Effective until:","Canada","Yukon Medical Council","Provincial","Provincial","http://www.yukonmedicalcouncil.ca/pdfs/YMC_Bulletin_COVID19_2020_04_09.pdf","Yukon"
